id,title,year,type,rated,runtime_min,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,rt_score,metacritic_score,mcu_phase,universe,decade,age_years,is_animated,is_tv_series,is_mcu_canon,tmdb_genres,tmdb_rating,tmdb_votes,popularity,top5_cast,directors,producers,composer,tmdb_keywords,production_countries,spoken_languages,episode_count,season_count,status,tagline,revenue_log,budget_log,box_office_log,document,cast_count,top_actor,IMDb,Metacritic,Rotten Tomatoes,TMDB
11,The Incredible Hulk Returns,1988,movie,TV-PG,100.0,"Action, Adventure, Drama","Nicholas Corea, Bill Bixby","Stan Lee, Nicholas Corea","Bill Bixby, Lou Ferrigno, Jack Colvin","Hopefully on the verge of curing his Hulk condition, Banner meets his colleague, Don Blake, who is mystically linked to a Viking warrior, Thor.",English,United States,Unknown,5.7,8.253227645581772,50.0,64.0,Pre-MCU,Pre-MCU,1980s,37,0,0,0,"Action, Drama, Adventure, TV Movie",6.287,5.10594547390058,1.1359,"Bill Bixby, Lou Ferrigno, Jack Colvin, Lee Purcell, Charles Napier",Nicholas Corea,Unknown,Lance Rubin,"superhero, transformation, based on comic, tragic hero, scientist, rage, anger, metamorphosis, strength, lonely",United States of America,English,0.0,0.0,Released,"His pent-up anger has been seething for 6 long years. Tonight, the incredible explosion!",19.70742255161285,18.603002309079653,19.193787894917058,"Title: The Incredible Hulk Returns
Year: 1988
Universe: Pre-MCU
MCU Phase: Pre-MCU
Type: movie
Rated: TV-PG
Runtime: 100 minutes
Genre: Action, Adventure, Drama
Director: Nicholas Corea, Bill Bixby
Writer: Stan Lee, Nicholas Corea
Cast: Bill Bixby, Lou Ferrigno, Jack Colvin
Top 5 Cast: Bill Bixby, Lou Ferrigno, Jack Colvin, Lee Purcell, Charles Napier
Plot: Hopefully on the verge of curing his Hulk condition, Banner meets his colleague, Don Blake, who is mystically linked to a Viking warrior, Thor.
Tagline: His pent-up anger has been seething for 6 long years. Tonight, the incredible explosion!
Keywords: superhero, transformation, based on comic, tragic hero, scientist, rage, anger, metamorphosis, strength, lonely
IMDb Rating: 5.7
Rotten Tomatoes: 50%
Metacritic: None
TMDB Rating: 6.287
Box Office: N/A
Budget: 0
Revenue: 0
Awards: N/A
Collection: The Incredible Hulk Collection
Country: United States
Language: English",15.0,Bill Bixby,5.7,6.004166666666666,5.0,6.287
12,The Trial of the Incredible Hulk,1989,movie,Not Rated,100.0,"Action, Adventure, Drama",Bill Bixby,Gerald Di Pego,"Bill Bixby, Lou Ferrigno, Marta DuBois","When Banner is held as a witness to a violent crime linked to the Kingpin, the fugitive is helped by lawyer Matt Murdock who is also the superhero, Daredevil.",English,United States,Unknown,5.8,8.052614818815567,76.0,64.0,Pre-MCU,Pre-MCU,1980s,36,0,0,0,"Adventure, Fantasy, Drama, Action, Science Fiction, TV Movie",6.4,4.983606621708336,1.2541,"Bill Bixby, Lou Ferrigno, Marta DuBois, Nancy Everhard, Nicholas Hormann",Bill Bixby,"Hugh Spencer-Phillips, Robert Ewing",Lance Rubin,"superhero, transformation, based on comic, scientist, rage, anger, daredevil, metamorphosis, strength, lonely",United States of America,English,0.0,0.0,Released,"One is the ultimate victim. The other is the ultimate hero. Tonight they will share their secrets, and join their incredible powers in a battle for survival on the ultimate battleground — the street.",19.70742255161285,18.603002309079653,19.193787894917058,"Title: The Trial of the Incredible Hulk
Year: 1989
Universe: Pre-MCU
MCU Phase: Pre-MCU
Type: movie
Rated: Not Rated
Runtime: 100 minutes
Genre: Action, Adventure, Drama
Director: Bill Bixby
Writer: Gerald Di Pego
Cast: Bill Bixby, Lou Ferrigno, Marta DuBois
Top 5 Cast: Bill Bixby, Lou Ferrigno, Marta DuBois, Nancy Everhard, Nicholas Hormann
Plot: When Banner is held as a witness to a violent crime linked to the Kingpin, the fugitive is helped by lawyer Matt Murdock who is also the superhero, Daredevil.
Tagline: One is the ultimate victim. The other is the ultimate hero. Tonight they will share their secrets, and join their incredible powers in a battle for survival on the ultimate battleground — the street.
Keywords: superhero, transformation, based on comic, scientist, rage, anger, daredevil, metamorphosis, strength, lonely
IMDb Rating: 5.8
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 6.4
Box Office: N/A
Budget: 0
Revenue: 0
Awards: N/A
Collection: The Incredible Hulk Collection
Country: United States
Language: English",15.0,Bill Bixby,5.8,6.004166666666666,6.603846153846154,6.4
13,The Punisher,1989,movie,R,89.0,"Action, Crime, Thriller",Mark Goldblatt,Boaz Yakin,"Dolph Lundgren, Louis Gossett Jr., Jeroen Krabbé","When Frank Castle's family is murdered by criminals, he wages war on crime as a vigilante assassin known only as The Punisher.","English, German, Japanese, Portuguese","Australia, United States",Unknown,5.6,10.209905507043057,24.0,63.0,Pre-MCU,Pre-MCU,1980s,36,0,0,0,"Action, Crime, Drama",5.8,6.532334292222349,3.5294,"Dolph Lundgren, Louis Gossett Jr., Jeroen Krabbé, Kim Miyori, Bryan Marshall",Mark Goldblatt,Robert Mark Kamen,Dennis Dreith,"showdown, loss of loved one, crime fighter, superhero, villainess, gang war, based on comic, revenge, vigilante, organized crime","Australia, United States of America","German, Japanese, English, Portuguese, Spanish",0.0,0.0,Released,"If society won't punish the guilty, he will.",19.70742255161285,16.012735246411598,19.193787894917058,"Title: The Punisher
Year: 1989
Universe: Pre-MCU
MCU Phase: Pre-MCU
Type: movie
Rated: R
Runtime: 89 minutes
Genre: Action, Crime, Thriller
Director: Mark Goldblatt
Writer: Boaz Yakin
Cast: Dolph Lundgren, Louis Gossett Jr., Jeroen Krabbé
Top 5 Cast: Dolph Lundgren, Louis Gossett Jr., Jeroen Krabbé, Kim Miyori, Bryan Marshall
Plot: When Frank Castle's family is murdered by criminals, he wages war on crime as a vigilante assassin known only as The Punisher.
Tagline: If society won't punish the guilty, he will.
Keywords: showdown, loss of loved one, crime fighter, superhero, villainess, gang war, based on comic, revenge, vigilante, organized crime
IMDb Rating: 5.6
Rotten Tomatoes: 24%
Metacritic: 63/100
TMDB Rating: 5.8
Box Office: N/A
Budget: 9000000
Revenue: 0
Awards: N/A
Collection: N/A
Country: Australia, United States
Language: English, German, Japanese, Portuguese",15.0,Dolph Lundgren,5.6,6.3,2.4,5.8
14,Captain America,1990,movie,PG-13,97.0,"Action, Adventure, Sci-Fi",Albert Pyun,"Joe Simon, Jack Kirby, Stephen Tolkin","Matt Salinger, Ronny Cox, Ned Beatty","Frozen in the ice for decades, Captain America is freed to battle against archcriminal The Red Skull.",English,"Yugoslavia, United States",Unknown,3.2,9.676524215119054,16.0,64.0,Pre-MCU,Pre-MCU,1990s,35,0,0,0,"Action, Adventure, Science Fiction, War",4.5,6.129050210060545,1.5304,"Matt Salinger, Ronny Cox, Ned Beatty, Darren McGavin, Michael Nouri",Albert Pyun,Menahem Golan,Barry Goldberg,"martial arts, washington dc, usa, superhero, wretch, based on comic, terrorism, super villain","United States of America, Yugoslavia, Croatia, Slovenia",English,0.0,0.0,Released,"As the entire world teetered on the brink of global destruction, there arose a man unlike any other...a man who personified truth and justice and all the hopes of mankind. They called him Captain America.",19.70742255161285,14.914123179965662,19.193787894917058,"Title: Captain America
Year: 1990
Universe: Pre-MCU
MCU Phase: Pre-MCU
Type: movie
Rated: PG-13
Runtime: 97 minutes
Genre: Action, Adventure, Sci-Fi
Director: Albert Pyun
Writer: Joe Simon, Jack Kirby, Stephen Tolkin
Cast: Matt Salinger, Ronny Cox, Ned Beatty
Top 5 Cast: Matt Salinger, Ronny Cox, Ned Beatty, Darren McGavin, Michael Nouri
Plot: Frozen in the ice for decades, Captain America is freed to battle against archcriminal The Red Skull.
Tagline: As the entire world teetered on the brink of global destruction, there arose a man unlike any other...a man who personified truth and justice and all the hopes of mankind. They called him Captain America.
Keywords: martial arts, washington dc, usa, superhero, wretch, based on comic, terrorism, super villain
IMDb Rating: 3.2
Rotten Tomatoes: 16%
Metacritic: None
TMDB Rating: 4.5
Box Office: N/A
Budget: 3000000
Revenue: 0
Awards: N/A
Collection: N/A
Country: Yugoslavia, United States
Language: English",15.0,Matt Salinger,3.2,6.004166666666666,1.6,4.5
15,The Death of the Incredible Hulk,1990,movie,Not Rated,95.0,"Action, Adventure, Drama",Bill Bixby,Gerald Di Pego,"Bill Bixby, Lou Ferrigno, Elizabeth Gracen","When Scientist Dr. Ronold Pratt and his wife are kidnapped, David Banner must become The Incredible Hulk for one last time",English,United States,Unknown,5.7,7.887959336599945,20.0,64.0,Pre-MCU,Pre-MCU,1990s,35,0,0,0,"Action, Drama, Science Fiction, TV Movie",5.7,4.74493212836325,1.4622,"Bill Bixby, Lou Ferrigno, Elizabeth Gracen, Philip Sterling, Barbara Tarbuck",Bill Bixby,"Robert Ewing, Hugh Spencer-Phillips",Unknown,"superhero, transformation, based on comic, alter ego, one man army, love interest, scientist, rage, anger, metamorphosis",United States of America,English,0.0,0.0,Released,"For 12 years, he's been running. Tonight, it's over. Tonight, David Banner will find freedom... or death.",19.70742255161285,18.603002309079653,19.193787894917058,"Title: The Death of the Incredible Hulk
Year: 1990
Universe: Pre-MCU
MCU Phase: Pre-MCU
Type: movie
Rated: Not Rated
Runtime: 95 minutes
Genre: Action, Adventure, Drama
Director: Bill Bixby
Writer: Gerald Di Pego
Cast: Bill Bixby, Lou Ferrigno, Elizabeth Gracen
Top 5 Cast: Bill Bixby, Lou Ferrigno, Elizabeth Gracen, Philip Sterling, Barbara Tarbuck
Plot: When Scientist Dr. Ronold Pratt and his wife are kidnapped, David Banner must become The Incredible Hulk for one last time
Tagline: For 12 years, he's been running. Tonight, it's over. Tonight, David Banner will find freedom... or death.
Keywords: superhero, transformation, based on comic, alter ego, one man army, love interest, scientist, rage, anger, metamorphosis
IMDb Rating: 5.7
Rotten Tomatoes: 20%
Metacritic: None
TMDB Rating: 5.7
Box Office: N/A
Budget: 0
Revenue: 0
Awards: N/A
Collection: The Incredible Hulk Collection
Country: United States
Language: English",15.0,Bill Bixby,5.7,6.004166666666666,2.0,5.7
16,Fantastic Four,1994,movie,PG,90.0,"Action, Adventure, Family",Oley Sassone,"Craig J. Nevius, Kevin Rock, Jack Kirby","Alex Hyde-White, Jay Underwood, Rebecca Staab","When dosed with cosmic rays, four intrepid explorers are given incredible powers.",English,"Germany, United States",Unknown,3.8,9.080801000621198,31.0,64.0,Pre-MCU,Pre-MCU,1990s,31,0,0,0,"Action, Science Fiction, Adventure",4.41,5.407171771460119,1.8956,"Alex Hyde-White, Jay Underwood, Rebecca Staab, Michael Bailey Smith, Ian Trigger",Oley Sassone,Steven Rabiner,"David Wurst, Eric Wurst","fire, flying, superhero, based on comic, blind girl, invisibility, teamwork, unreleased, never released","Germany, United States of America",English,0.0,0.0,Released,"Part muscle. Part elastic. Part fire. Part invisible. Together, it's clobberin' time!",19.70742255161285,14.220976332738882,19.193787894917058,"Title: Fantastic Four
Year: 1994
Universe: Pre-MCU
MCU Phase: Pre-MCU
Type: movie
Rated: PG
Runtime: 90 minutes
Genre: Action, Adventure, Family
Director: Oley Sassone
Writer: Craig J. Nevius, Kevin Rock, Jack Kirby
Cast: Alex Hyde-White, Jay Underwood, Rebecca Staab
Top 5 Cast: Alex Hyde-White, Jay Underwood, Rebecca Staab, Michael Bailey Smith, Ian Trigger
Plot: When dosed with cosmic rays, four intrepid explorers are given incredible powers.
Tagline: Part muscle. Part elastic. Part fire. Part invisible. Together, it's clobberin' time!
Keywords: fire, flying, superhero, based on comic, blind girl, invisibility, teamwork, unreleased, never released
IMDb Rating: 3.8
Rotten Tomatoes: 31%
Metacritic: None
TMDB Rating: 4.41
Box Office: N/A
Budget: 1500000
Revenue: 0
Awards: N/A
Collection: N/A
Country: Germany, United States
Language: English",15.0,Alex Hyde-White,3.8,6.004166666666666,3.1,4.41
17,Generation X,1996,movie,TV-PG,87.0,"Action, Adventure, Sci-Fi",Jack Sholder,Eric Blakeney,"Matt Frewer, Finola Hughes, Jeremy Ratchford",The new teenage students at a school for mutants (normal-looking humans with fantastic powers) try to stop an evil scientist from controlling the world's dreams.,English,United States,Unknown,4.4,7.6511201757027,76.0,64.0,Pre-MCU,Pre-MCU,1990s,29,0,0,0,"TV Movie, Action, Science Fiction",4.319,4.248495242049359,0.8741,"Matt Frewer, Finola Hughes, Jeremy Ratchford, Heather McComb, Agustin Rodriguez",Jack Sholder,David Roessell,J. Peter Robinson,"superhero, mutant, based on comic, mind reading, super power",United States of America,English,0.0,0.0,Released,Welcome to the future,19.70742255161285,15.76142084987672,19.193787894917058,"Title: Generation X
Year: 1996
Universe: Pre-MCU
MCU Phase: Pre-MCU
Type: movie
Rated: TV-PG
Runtime: 87 minutes
Genre: Action, Adventure, Sci-Fi
Director: Jack Sholder
Writer: Eric Blakeney
Cast: Matt Frewer, Finola Hughes, Jeremy Ratchford
Top 5 Cast: Matt Frewer, Finola Hughes, Jeremy Ratchford, Heather McComb, Agustin Rodriguez
Plot: The new teenage students at a school for mutants (normal-looking humans with fantastic powers) try to stop an evil scientist from controlling the world's dreams.
Tagline: Welcome to the future
Keywords: superhero, mutant, based on comic, mind reading, super power
IMDb Rating: 4.4
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 4.319
Box Office: N/A
Budget: 7000000
Revenue: 0
Awards: N/A
Collection: X-Anthology
Country: United States
Language: English",15.0,Matt Frewer,4.4,6.004166666666666,6.603846153846154,4.319
18,Nick Fury: Agent of S.H.I.E.L.D.,1998,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Pre-MCU,Pre-MCU,1990s,27,0,0,0,"Science Fiction, Action, TV Movie",4.6,4.634728988229636,1.0715,"David Hasselhoff, Lisa Rinna, Sandra Hess, Neil Roberts, Garry Chalk",Rod Hardy,David Roessell,"Kevin Kiner, Gary Lionelli","hero, secret agent, based on comic",United States of America,English,0.0,0.0,Released,The Last Superhero!,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Nick Fury: Agent of S.H.I.E.L.D.
Year: 1998
Universe: Pre-MCU
MCU Phase: Pre-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: David Hasselhoff, Lisa Rinna, Sandra Hess, Neil Roberts, Garry Chalk
Plot: nan
Tagline: The Last Superhero!
Keywords: hero, secret agent, based on comic
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: 4.6
Box Office: nan
Budget: 0
Revenue: 0
Awards: nan
Collection: N/A
Country: nan
Language: nan",15.0,David Hasselhoff,6.564705882352942,6.004166666666666,6.603846153846154,4.6
19,Blade,1998,movie,R,120.0,"Action, Horror, Sci-Fi",Stephen Norrington,David S. Goyer,"Wesley Snipes, Stephen Dorff, Kris Kristofferson","A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.","English, Russian, Serbian",United States,5 wins & 11 nominations total,7.1,12.700314515862498,59.0,47.0,Pre-MCU,Pre-MCU,1990s,27,0,0,0,"Horror, Action",6.84,8.814181823188319,9.5753,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright, Donal Logue",Stephen Norrington,"Peter Frankfurt, Robert Engelman, Wesley Snipes",Mark Isham,"martial arts, hero, vampire, superhero, supernatural, based on comic, rivalry, vampire hunter (slayer), sword fight, revenge",United States of America,"Russian, English",0.0,0.0,Released,"Against an army of Immortals, one warrior must draw first blood.",18.692107900680593,17.622173069956816,18.06525814407478,"Title: Blade
Year: 1998
Universe: Pre-MCU
MCU Phase: Pre-MCU
Type: movie
Rated: R
Runtime: 120 minutes
Genre: Action, Horror, Sci-Fi
Director: Stephen Norrington
Writer: David S. Goyer
Cast: Wesley Snipes, Stephen Dorff, Kris Kristofferson
Top 5 Cast: Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright, Donal Logue
Plot: A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.
Tagline: Against an army of Immortals, one warrior must draw first blood.
Keywords: martial arts, hero, vampire, superhero, supernatural, based on comic, rivalry, vampire hunter (slayer), sword fight, revenge
IMDb Rating: 7.1
Rotten Tomatoes: 59%
Metacritic: 47/100
TMDB Rating: 6.84
Box Office: 70087718
Budget: 45000000
Revenue: 131183530
Awards: 5 wins & 11 nominations total
Collection: Blade Collection
Country: United States
Language: English, Russian, Serbian",15.0,Wesley Snipes,7.1,4.699999999999999,5.9,6.84
20,X-Men,2000,movie,PG-13,104.0,"Action, Adventure, Sci-Fi",Bryan Singer,"Tom DeSanto, Bryan Singer, David Hayter","Patrick Stewart, Hugh Jackman, Ian McKellen","In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.",English,"United States, Canada",14 wins & 26 nominations total,7.3,13.445611415625851,82.0,64.0,Pre-MCU,Fox / X-Men,2000s,25,0,0,0,Documentary,7.037,5.488937726156687,1.2128,"Bruce Davison, Terry Anzur, Bryan Singer, Hugh Jackman, Tom DeSanto",Thomas C. Grane,"Richard Ingber, Stan Lee",Unknown,"mutant, behind the scenes, senate hearing",United States of America,English,0.0,0.0,Released,Unknown,19.70742255161285,18.603002309079653,18.873663581631487,"Title: X-Men
Year: 2000
Universe: Fox / X-Men
MCU Phase: Pre-MCU
Type: movie
Rated: PG-13
Runtime: 104 minutes
Genre: Action, Adventure, Sci-Fi
Director: Bryan Singer
Writer: Tom DeSanto, Bryan Singer, David Hayter
Cast: Patrick Stewart, Hugh Jackman, Ian McKellen
Top 5 Cast: Bruce Davison, Terry Anzur, Bryan Singer, Hugh Jackman, Tom DeSanto
Plot: In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.
Tagline: 
Keywords: mutant, behind the scenes, senate hearing
IMDb Rating: 7.3
Rotten Tomatoes: 82%
Metacritic: 64/100
TMDB Rating: 7.037
Box Office: 157299718
Budget: 0
Revenue: 0
Awards: 14 wins & 26 nominations total
Collection: N/A
Country: United States, Canada
Language: English",15.0,Bruce Davison,7.3,6.4,8.2,7.037
21,Blade II,2002,movie,R,117.0,"Action, Horror, Sci-Fi",Guillermo del Toro,"Marv Wolfman, Gene Colan, David S. Goyer","Wesley Snipes, Kris Kristofferson, Ron Perlman","Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.","English, Romanian, Czech","United States, Germany",6 wins & 10 nominations total,6.7,12.433921111355497,57.0,52.0,Pre-MCU,Pre-MCU,2000s,23,0,0,0,"Fantasy, Horror, Action, Thriller",6.565,8.56216655705897,6.3844,"Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela, Norman Reedus",Guillermo del Toro,"Peter Frankfurt, Patrick J. Palmer, Wesley Snipes",Marco Beltrami,"martial arts, mutation, vampire, lasersight, superhero, katana, supernatural, based on comic, vampire hunter (slayer), revenge",United States of America,"Czech, Romanian, English",0.0,0.0,Released,Faster. Sharper. Deadlier.,18.859000401820946,17.804494623047066,18.226468613651228,"Title: Blade II
Year: 2002
Universe: Pre-MCU
MCU Phase: Pre-MCU
Type: movie
Rated: R
Runtime: 117 minutes
Genre: Action, Horror, Sci-Fi
Director: Guillermo del Toro
Writer: Marv Wolfman, Gene Colan, David S. Goyer
Cast: Wesley Snipes, Kris Kristofferson, Ron Perlman
Top 5 Cast: Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela, Norman Reedus
Plot: Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.
Tagline: Faster. Sharper. Deadlier.
Keywords: martial arts, mutation, vampire, lasersight, superhero, katana, supernatural, based on comic, vampire hunter (slayer), revenge
IMDb Rating: 6.7
Rotten Tomatoes: 57%
Metacritic: 52/100
TMDB Rating: 6.565
Box Office: 82348319
Budget: 54000000
Revenue: 155010032
Awards: 6 wins & 10 nominations total
Collection: Blade Collection
Country: United States, Germany
Language: English, Romanian, Czech",15.0,Wesley Snipes,6.7,5.2,5.7,6.565
22,Spider-Man,2002,movie,PG-13,121.0,"Action, Adventure, Sci-Fi",Sam Raimi,"Stan Lee, Steve Ditko, David Koepp","Tobey Maguire, Kirsten Dunst, Willem Dafoe","After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",English,United States,Nominated for 2 Oscars. 17 wins & 65 nominations total,7.4,13.772863983242802,90.0,73.0,Pre-MCU,Sony / Spider-Man,2000s,23,0,0,0,"Action, Science Fiction",7.332,9.938902957757083,25.2972,"Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco, Cliff Robertson",Sam Raimi,"Ian Bryce, Laura Ziskin",Danny Elfman,"new york city, adolescence, photographer, loss of loved one, photography, secret identity, hostility, superhero, spider, bad boss",United States of America,English,0.0,0.0,Released,Go for the ultimate spin.,20.526896330538627,18.749984498289212,19.82806336637108,"Title: Spider-Man
Year: 2002
Universe: Sony / Spider-Man
MCU Phase: Pre-MCU
Type: movie
Rated: PG-13
Runtime: 121 minutes
Genre: Action, Adventure, Sci-Fi
Director: Sam Raimi
Writer: Stan Lee, Steve Ditko, David Koepp
Cast: Tobey Maguire, Kirsten Dunst, Willem Dafoe
Top 5 Cast: Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco, Cliff Robertson
Plot: After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.
Tagline: Go for the ultimate spin.
Keywords: new york city, adolescence, photographer, loss of loved one, photography, secret identity, hostility, superhero, spider, bad boss
IMDb Rating: 7.4
Rotten Tomatoes: 90%
Metacritic: 73/100
TMDB Rating: 7.332
Box Office: 408524875
Budget: 139000000
Revenue: 821708551
Awards: Nominated for 2 Oscars. 17 wins & 65 nominations total
Collection: Spider-Man Collection
Country: United States
Language: English",15.0,Tobey Maguire,7.4,7.3,9.0,7.332
23,Daredevil,2003,movie,PG-13,103.0,"Action, Crime, Drama",Mark Steven Johnson,Mark Steven Johnson,"Ben Affleck, Jennifer Garner, Colin Farrell",A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.,"English, Greek, Italian","United States, Switzerland",5 wins & 17 nominations total,5.3,12.384716614948406,42.0,42.0,Pre-MCU,Pre-MCU,2000s,22,0,0,0,"Fantasy, Action",5.299,8.608860379942062,6.2811,"Ben Affleck, Jennifer Garner, Colin Farrell, Michael Clarke Duncan, Jon Favreau",Mark Steven Johnson,"Avi Arad, Gary Foster, Arnon Milchan",Graeme Revell,"blindness and impaired vision, narration, superhero, based on comic, blind, daredevil, hazardous waste, mob hit, duringcreditsstinger, intense","Switzerland, United States of America","English, Italian, Greek",0.0,0.0,Released,"When the streets have gone to Hell, have faith in the devil.",19.003899876877092,18.17221939747438,18.445797842045774,"Title: Daredevil
Year: 2003
Universe: Pre-MCU
MCU Phase: Pre-MCU
Type: movie
Rated: PG-13
Runtime: 103 minutes
Genre: Action, Crime, Drama
Director: Mark Steven Johnson
Writer: Mark Steven Johnson
Cast: Ben Affleck, Jennifer Garner, Colin Farrell
Top 5 Cast: Ben Affleck, Jennifer Garner, Colin Farrell, Michael Clarke Duncan, Jon Favreau
Plot: A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.
Tagline: When the streets have gone to Hell, have faith in the devil.
Keywords: blindness and impaired vision, narration, superhero, based on comic, blind, daredevil, hazardous waste, mob hit, duringcreditsstinger, intense
IMDb Rating: 5.3
Rotten Tomatoes: 42%
Metacritic: 42/100
TMDB Rating: 5.299
Box Office: 102543518
Budget: 78000000
Revenue: 179179718
Awards: 5 wins & 17 nominations total
Collection: N/A
Country: United States, Switzerland
Language: English, Greek, Italian",15.0,Ben Affleck,5.3,4.2,4.2,5.299
24,X2,2003,movie,PG-13,134.0,"Action, Sci-Fi, Thriller",Bryan Singer,"Zak Penn, David Hayter, Bryan Singer","Patrick Stewart, Hugh Jackman, Halle Berry","When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.","English, German, Italian, Spanish","Canada, United States",6 wins & 41 nominations total,7.4,13.322916065903932,85.0,68.0,Pre-MCU,Fox / X-Men,2000s,22,0,0,0,Documentary,5.667,2.302585092994046,0.4676,"Hugh Jackman, Famke Janssen, Rebecca Romijn, James Marsden, Anna Paquin",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Released,Unknown,19.70742255161285,18.603002309079653,19.185914581970923,"Title: X2
Year: 2003
Universe: Fox / X-Men
MCU Phase: Pre-MCU
Type: movie
Rated: PG-13
Runtime: 134 minutes
Genre: Action, Sci-Fi, Thriller
Director: Bryan Singer
Writer: Zak Penn, David Hayter, Bryan Singer
Cast: Patrick Stewart, Hugh Jackman, Halle Berry
Top 5 Cast: Hugh Jackman, Famke Janssen, Rebecca Romijn, James Marsden, Anna Paquin
Plot: When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.
Tagline: 
Keywords: 
IMDb Rating: 7.4
Rotten Tomatoes: 85%
Metacritic: 68/100
TMDB Rating: 5.667
Box Office: 214949694
Budget: 0
Revenue: 0
Awards: 6 wins & 41 nominations total
Collection: N/A
Country: Canada, United States
Language: English, German, Italian, Spanish",10.0,Hugh Jackman,7.4,6.800000000000001,8.5,5.667
25,Hulk,2003,movie,PG-13,138.0,"Action, Sci-Fi",Ang Lee,"Stan Lee, Jack Kirby, James Schamus","Eric Bana, Jennifer Connelly, Sam Elliott","Bruce Banner, a genetics researcher with a tragic past, suffers a lab accident that makes him transform into a raging, giant green monster when angered, making him a target of forces seeking to abuse his power.","English, Spanish",United States,3 wins & 15 nominations total,5.7,12.579059326771038,63.0,54.0,Pre-MCU,Pre-MCU,2000s,22,0,0,0,"Science Fiction, Adventure, Action",5.583,8.745921121024347,7.3531,"Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas, Nick Nolte",Ang Lee,"James Schamus, Gale Anne Hurd, Avi Arad",Danny Elfman,"california, monster, general, mutation, san francisco, california, gun, superhero, dna, transformation, psychology",United States of America,"Spanish, English",0.0,0.0,Released,What if everything you were forced to keep inside was suddenly set free?,19.318239038153088,18.73549149109167,18.69965426934324,"Title: Hulk
Year: 2003
Universe: Pre-MCU
MCU Phase: Pre-MCU
Type: movie
Rated: PG-13
Runtime: 138 minutes
Genre: Action, Sci-Fi
Director: Ang Lee
Writer: Stan Lee, Jack Kirby, James Schamus
Cast: Eric Bana, Jennifer Connelly, Sam Elliott
Top 5 Cast: Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas, Nick Nolte
Plot: Bruce Banner, a genetics researcher with a tragic past, suffers a lab accident that makes him transform into a raging, giant green monster when angered, making him a target of forces seeking to abuse his power.
Tagline: What if everything you were forced to keep inside was suddenly set free?
Keywords: california, monster, general, mutation, san francisco, california, gun, superhero, dna, transformation, psychology
IMDb Rating: 5.7
Rotten Tomatoes: 63%
Metacritic: 54/100
TMDB Rating: 5.583
Box Office: 132177234
Budget: 137000000
Revenue: 245360480
Awards: 3 wins & 15 nominations total
Collection: N/A
Country: United States
Language: English, Spanish",15.0,Eric Bana,5.7,5.4,6.3,5.583
